category_id,name,phone,address,longitude,latitude,detail
1,BHC치킨 석촌점, 050-4898-9137, 서울특별시 송파구 석촌동 150-1 1층, 127.10189649313747, 37.50470062141034, BHC치킨 석촌점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,BBQ 석촌2점, 050-7457-8537, 서울특별시 송파구 석촌동 156-6, 127.1012812464661, 37.50602050662421, BBQ 석촌2점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,또래오래 송파석촌점, 050-4898-9114, 서울특별시 송파구 석촌동 263-5, 127.10383185633975, 37.502696923504594, 또래오래 송파석촌점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,네네치킨 석촌점, 050-4457-8060, 서울특별시 송파구 석촌동 251-8, 127.10253195574421, 37.49979466683951, 네네치킨 석촌점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,그릴킹, 02-422-9255, 서울특별시 송파구 석촌동 240-6, 127.10226464233077, 37.499450235866675, 그릴킹 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,굽네치킨 석촌점, 02-421-9294, 서울특별시 송파구 석촌동 166-12, 127.10411768029391, 37.50623124242861, 굽네치킨 석촌점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,고가네살로만치킨, 02-423-1464, 서울특별시 송파구 석촌동 266-13, 127.10628650988366, 37.501715314686656, 고가네살로만치킨 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,진미쌀통닭, 050-8028-5210, 서울특별시 송파구 석촌동 5, 127.09783168565232, 37.50506616022097, 진미쌀통닭 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,맥시칸치킨 가락점, 02-418-8075, 서울특별시 송파구 석촌동 273-19, 127.10691379794807, 37.50032340784247, 맥시칸치킨 가락점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,피자나라치킨공주 잠실1호점, 02-3432-9528, 서울특별시 송파구 석촌동 220-2, 127.09870429480563, 37.49926998659256, 피자나라치킨공주 잠실1호점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,두기두기치킨호프, 02-413-6898, 서울특별시 송파구 석촌동 203, 127.10272616964318, 37.50531062676705, 두기두기치킨호프 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,치킨뱅이 석촌호수점, 02-412-0490, 서울특별시 송파구 석촌동 1-1 신동아로잔뷰 1층, 127.09797410560788, 37.506391803163744, 치킨뱅이 석촌호수점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,탁꼬치킨, 02-421-5933, 서울특별시 송파구 석촌동 178, 127.10434290425121, 37.506314043107736, 탁꼬치킨 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
1,교촌치킨 석촌점, 02-412-0799, 서울특별시 송파구 석촌동 14-13, 127.09771227180383, 37.50276754802879, 교촌치킨 석촌점 매장 설명입니다. 여러분 남은 기간동안 화이팅 합시다. 치소맥 먹고 싶네요~
